,group,song_lines,tokenized,lemmatized
1238,Måneskin,"my mama told me, ""my son, go outside and take what he chose""","['my', 'mama', 'told', 'me', ',', '``', 'my', 'son', ',', 'go', 'outside', 'and', 'take', 'what', 'he', 'chose', ""''""]","my mama told me , `` my son , go outside and take what he chose ''"
1239,Måneskin,"but don't cry for me now, yeah, don't cry for me now","['but', 'do', ""n't"", 'cry', 'for', 'me', 'now', ',', 'yeah', ',', 'do', ""n't"", 'cry', 'for', 'me', 'now']","but do n't cry for me now , yeah , do n't cry for me now"
1240,Måneskin,so stay the f*ck away from me,"['so', 'stay', 'the', 'f*ck', 'away', 'from', 'me']",so stay the f*ck away from me
1242,Måneskin,"my baby, you're not my lady","['my', 'baby', ',', 'you', ""'re"", 'not', 'my', 'lady']","my baby , you 're not my lady"
1243,Måneskin,you're not my baby,"['you', ""'re"", 'not', 'my', 'baby']",you 're not my baby
1244,Måneskin,"and you're driving me crazy, crazy","['and', 'you', ""'re"", 'driving', 'me', 'crazy', ',', 'crazy']","and you 're driving me crazy , crazy"
1245,Måneskin,"my baby, you're not my lady","['my', 'baby', ',', 'you', ""'re"", 'not', 'my', 'lady']","my baby , you 're not my lady"
1246,Måneskin,you're not my baby,"['you', ""'re"", 'not', 'my', 'baby']",you 're not my baby
1247,Måneskin,"and you're driving me crazy, crazy now","['and', 'you', ""'re"", 'driving', 'me', 'crazy', ',', 'crazy', 'now']","and you 're driving me crazy , crazy now"
1249,Måneskin,"but baby, you're not my lady","['but', 'baby', ',', 'you', ""'re"", 'not', 'my', 'lady']","but baby , you 're not my lady"
1250,Måneskin,you're not my baby,"['you', ""'re"", 'not', 'my', 'baby']",you 're not my baby
1251,Måneskin,"and you're driving me crazy, crazy","['and', 'you', ""'re"", 'driving', 'me', 'crazy', ',', 'crazy']","and you 're driving me crazy , crazy"
1252,Måneskin,"baby, you're not my lady","['baby', ',', 'you', ""'re"", 'not', 'my', 'lady']","baby , you 're not my lady"
1253,Måneskin,you're not my baby,"['you', ""'re"", 'not', 'my', 'baby']",you 're not my baby
1254,Måneskin,and you're driving me crazy,"['and', 'you', ""'re"", 'driving', 'me', 'crazy']",and you 're driving me crazy
1256,Måneskin,"i said, baby, you're not my baby","['i', 'said', ',', 'baby', ',', 'you', ""'re"", 'not', 'my', 'baby']","i said , baby , you 're not my baby"
1257,Måneskin,you're not my lady,"['you', ""'re"", 'not', 'my', 'lady']",you 're not my lady
1258,Måneskin,"and you're driving me crazy, crazy","['and', 'you', ""'re"", 'driving', 'me', 'crazy', ',', 'crazy']","and you 're driving me crazy , crazy"
1259,Måneskin,"baby, you're not my lady","['baby', ',', 'you', ""'re"", 'not', 'my', 'lady']","baby , you 're not my lady"
1260,Måneskin,you're not my baby,"['you', ""'re"", 'not', 'my', 'baby']",you 're not my baby
1261,Måneskin,"and you're driving me crazy, crazy","['and', 'you', ""'re"", 'driving', 'me', 'crazy', ',', 'crazy']","and you 're driving me crazy , crazy"
1262,Måneskin,"crazy, crazy, crazy, crazy, crazy","['crazy', ',', 'crazy', ',', 'crazy', ',', 'crazy', ',', 'crazy']","crazy , crazy , crazy , crazy , crazy"
1263,Måneskin,"crazy, crazy, you're driving me crazy, crazy, crazy, crazy","['crazy', ',', 'crazy', ',', 'you', ""'re"", 'driving', 'me', 'crazy', ',', 'crazy', ',', 'crazy', ',', 'crazy']","crazy , crazy , you 're driving me crazy , crazy , crazy , crazy"
1264,Måneskin,"crazy, crazy, i said you're driving me crazy","['crazy', ',', 'crazy', ',', 'i', 'said', 'you', ""'re"", 'driving', 'me', 'crazy']","crazy , crazy , i said you 're driving me crazy"
1265,Måneskin,voglio volare ,"['voglio', 'volare']",voglio volare
1266,Måneskin,per sollevarmi fin là ,"['per', 'sollevarmi', 'fin', 'là']",per sollevarmi fin là
1267,Måneskin,sentire urlare ,"['sentire', 'urlare']",sentire urlare
1268,Måneskin,il mio nome nelle città ,"['il', 'mio', 'nome', 'nelle', 'città']",il mio nome nelle città
1269,Måneskin,comunicare ,['comunicare'],comunicare
1270,Måneskin,il messaggio mio e dei miei fra ,"['il', 'messaggio', 'mio', 'e', 'dei', 'miei', 'fra']",il messaggio mio e dei miei fra
1271,Måneskin,soltanto per assaporare il gusto della realtà ,"['soltanto', 'per', 'assaporare', 'il', 'gusto', 'della', 'realtà']",soltanto per assaporare il gusto della realtà
1272,Måneskin,devo sfogare ,"['devo', 'sfogare']",devo sfogare
1273,Måneskin,questo mio senso di colpa ,"['questo', 'mio', 'senso', 'di', 'colpa']",questo mio senso di colpa
1274,Måneskin,dimenticare,['dimenticare'],dimenticare
1276,Måneskin,quest'altra stupida stronza ,"[""quest'altra"", 'stupida', 'stronza']",quest'altra stupida stronza
1277,Måneskin,per poi curare ,"['per', 'poi', 'curare']",per poi curare
1278,Måneskin,ferite date dai morsi ,"['ferite', 'date', 'dai', 'morsi']",ferite date dai morsi
1279,Måneskin,per poter camminare dentro al freddo dei boschi ,"['per', 'poter', 'camminare', 'dentro', 'al', 'freddo', 'dei', 'boschi']",per poter camminare dentro al freddo dei boschi
1281,Måneskin,però tu dimmi se è possibile bruciare combustibile ,"['però', 'tu', 'dimmi', 'se', 'è', 'possibile', 'bruciare', 'combustibile']",però tu dimmi se è possibile bruciare combustibile
1282,Måneskin,"scendere dalle ripide, farsi male e sorridere ","['scendere', 'dalle', 'ripide', ',', 'farsi', 'male', 'e', 'sorridere']","scendere dalle ripide , farsi male e sorridere"
1283,Måneskin,dimmi se devo credere che tutto ciò è reale ,"['dimmi', 'se', 'devo', 'credere', 'che', 'tutto', 'ciò', 'è', 'reale']",dimmi se devo credere che tutto ciò è reale
1284,Måneskin,sì come l'aria di mare che rende tutto visibile ,"['sì', 'come', ""l'aria"", 'di', 'mare', 'che', 'rende', 'tutto', 'visibile']",sì come l'aria di mare che rende tutto visibile
1285,Måneskin,dimmi se è possibile bruciare combustibile ,"['dimmi', 'se', 'è', 'possibile', 'bruciare', 'combustibile']",dimmi se è possibile bruciare combustibile
1286,Måneskin,"scendere dalle ripide, farsi male e sorridere ","['scendere', 'dalle', 'ripide', ',', 'farsi', 'male', 'e', 'sorridere']","scendere dalle ripide , farsi male e sorridere"
1287,Måneskin,dimmi se devo credere che tutto ciò è reale ,"['dimmi', 'se', 'devo', 'credere', 'che', 'tutto', 'ciò', 'è', 'reale']",dimmi se devo credere che tutto ciò è reale
1288,Måneskin,sì come l'aria di mare che rende tutto visibile ,"['sì', 'come', ""l'aria"", 'di', 'mare', 'che', 'rende', 'tutto', 'visibile']",sì come l'aria di mare che rende tutto visibile
1290,Måneskin,io non ho niente da dire ,"['io', 'non', 'ho', 'niente', 'da', 'dire']",io non ho niente da dire
1291,Måneskin,io non ho niente da ridere ,"['io', 'non', 'ho', 'niente', 'da', 'ridere']",io non ho niente da ridere
1292,Måneskin,ho strappato queste spine ,"['ho', 'strappato', 'queste', 'spine']",ho strappato queste spine
1293,Måneskin,e ho cominciato a vivere ,"['e', 'ho', 'cominciato', 'a', 'vivere']",e ho cominciato a vivere
1294,Måneskin,io non ho niente da dire ,"['io', 'non', 'ho', 'niente', 'da', 'dire']",io non ho niente da dire
1295,Måneskin,io non ho niente da ridere ,"['io', 'non', 'ho', 'niente', 'da', 'ridere']",io non ho niente da ridere
1296,Måneskin,ho strappato queste spine ,"['ho', 'strappato', 'queste', 'spine']",ho strappato queste spine
1297,Måneskin,ho cominciato a vivere ,"['ho', 'cominciato', 'a', 'vivere']",ho cominciato a vivere
1299,Måneskin,quindi marlena ,"['quindi', 'marlena']",quindi marlena
1300,Måneskin,stai accanto a me per viaggiare ,"['stai', 'accanto', 'a', 'me', 'per', 'viaggiare']",stai accanto a me per viaggiare
1301,Måneskin,se arriva sera ,"['se', 'arriva', 'sera']",se arriva serum
1302,Måneskin,impareremo a guardare la luna piena ,"['impareremo', 'a', 'guardare', 'la', 'luna', 'piena']",impareremo a guardare la luna piena
1303,Måneskin,amore non ascoltare il canto di queste sirene che non voglio annegare ,"['amore', 'non', 'ascoltare', 'il', 'canto', 'di', 'queste', 'sirene', 'che', 'non', 'voglio', 'annegare']",amore non ascoltare il canto di queste sirene che non voglio annegare
1304,Måneskin,perché il momento è ora scordiamoci la paura,"['perché', 'il', 'momento', 'è', 'ora', 'scordiamoci', 'la', 'paura']",perché il momento è os scordiamoci la paura
1305,Måneskin,scriviamo la memoria diciamola nuda e cruda ,"['scriviamo', 'la', 'memoria', 'diciamola', 'nuda', 'e', 'cruda']",scriviamo la memoria diciamola nuda e cruda
1306,Måneskin,sì ma in forma di poesia perché non faccia paura ,"['sì', 'ma', 'in', 'forma', 'di', 'poesia', 'perché', 'non', 'faccia', 'paura']",sì ma in forma di poesia perché non faccia paura
1307,Måneskin,qui la notte è scura ,"['qui', 'la', 'notte', 'è', 'scura']",qui la notte è scura
1308,Måneskin,qui la notte è scura ,"['qui', 'la', 'notte', 'è', 'scura']",qui la notte è scura
1310,Måneskin,ma dimmi se è possibile bruciare combustibile ,"['ma', 'dimmi', 'se', 'è', 'possibile', 'bruciare', 'combustibile']",ma dimmi se è possibile bruciare combustibile
1311,Måneskin,"scendere dalle ripide, farsi male e sorridere ","['scendere', 'dalle', 'ripide', ',', 'farsi', 'male', 'e', 'sorridere']","scendere dalle ripide , farsi male e sorridere"
1312,Måneskin,dimmi se devo credere che tutto ciò è reale ,"['dimmi', 'se', 'devo', 'credere', 'che', 'tutto', 'ciò', 'è', 'reale']",dimmi se devo credere che tutto ciò è reale
1313,Måneskin,sì come l'aria di mare che rende tutto visibile ,"['sì', 'come', ""l'aria"", 'di', 'mare', 'che', 'rende', 'tutto', 'visibile']",sì come l'aria di mare che rende tutto visibile
1314,Måneskin,dimmi se è possibile bruciare combustibile ,"['dimmi', 'se', 'è', 'possibile', 'bruciare', 'combustibile']",dimmi se è possibile bruciare combustibile
1315,Måneskin,"scendere dalle ripide, farsi male e sorridere ","['scendere', 'dalle', 'ripide', ',', 'farsi', 'male', 'e', 'sorridere']","scendere dalle ripide , farsi male e sorridere"
1316,Måneskin,dimmi se devo credere che tutto ciò è reale ,"['dimmi', 'se', 'devo', 'credere', 'che', 'tutto', 'ciò', 'è', 'reale']",dimmi se devo credere che tutto ciò è reale
1317,Måneskin,sì come l'aria di mare che rende tutto visibile ,"['sì', 'come', ""l'aria"", 'di', 'mare', 'che', 'rende', 'tutto', 'visibile']",sì come l'aria di mare che rende tutto visibile
1319,Måneskin,io non ho niente da dire ,"['io', 'non', 'ho', 'niente', 'da', 'dire']",io non ho niente da dire
1320,Måneskin,io non ho niente da ridere ,"['io', 'non', 'ho', 'niente', 'da', 'ridere']",io non ho niente da ridere
1321,Måneskin,ho strappato queste spine ,"['ho', 'strappato', 'queste', 'spine']",ho strappato queste spine
1322,Måneskin,e ho cominciato a vivere ,"['e', 'ho', 'cominciato', 'a', 'vivere']",e ho cominciato a vivere
1323,Måneskin,io non ho niente da dire ,"['io', 'non', 'ho', 'niente', 'da', 'dire']",io non ho niente da dire
1324,Måneskin,io non ho niente da ridere ,"['io', 'non', 'ho', 'niente', 'da', 'ridere']",io non ho niente da ridere
1325,Måneskin,ho strappato queste spine ,"['ho', 'strappato', 'queste', 'spine']",ho strappato queste spine
1326,Måneskin,e ho cominciato a vivere ,"['e', 'ho', 'cominciato', 'a', 'vivere']",e ho cominciato a vivere
1328,Måneskin,io non ho niente da dire,"['io', 'non', 'ho', 'niente', 'da', 'dire']",io non ho niente da dire
1329,Måneskin,"hey, it's maneskin, yeah","['hey', ',', 'it', ""'s"", 'maneskin', ',', 'yeah']","hey , it 's maneskin , yeah"
1331,Måneskin,"e allora prendi la mia mano, bella señorita","['e', 'allora', 'prendi', 'la', 'mia', 'mano', ',', 'bella', 'señorita']","e allora prendi la mia mano , bella señorita"
1332,Måneskin,disegniamo sopra il mondo con una matita ,"['disegniamo', 'sopra', 'il', 'mondo', 'con', 'una', 'matita']",disegniamo sopra il mondo con una matita
1333,Måneskin,resteremo appesi al treno solo con le dita ,"['resteremo', 'appesi', 'al', 'treno', 'solo', 'con', 'le', 'dita']",resteremo appesi al treno solo con le dita
1334,Måneskin,"pronta che non sarà facile, tutta in salita","['pronta', 'che', 'non', 'sarà', 'facile', ',', 'tutta', 'in', 'salita']","pronta che non sarà facile , tutta in salita"
1336,Måneskin,allora prendi tutto quanto ,"['allora', 'prendi', 'tutto', 'quanto']",allora prendi tutto quanto
1337,Måneskin,"baby, prepara la valigia ","['baby', ',', 'prepara', 'la', 'valigia']","baby , prepara la valigia"
1338,Måneskin,"metti le calze a rete, il tacco ","['metti', 'le', 'calze', 'a', 'rete', ',', 'il', 'tacco']","metti le calze a rete , il tacco"
1339,Måneskin,splendiamo in questa notte grigia ,"['splendiamo', 'in', 'questa', 'notte', 'grigia']",splendiamo in questa notte grigia
1340,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1341,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1343,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1344,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1346,Måneskin,ed anche quando starò male sarò troppo stanco ,"['ed', 'anche', 'quando', 'starò', 'male', 'sarò', 'troppo', 'stanco']",ed anche quando starò male sarò troppo stanco
1347,Måneskin,come fuoco avanzerò per prender tutto quanto ,"['come', 'fuoco', 'avanzerò', 'per', 'prender', 'tutto', 'quanto']",come fuoco avanzerò per prender tutto quanto
1348,Måneskin,ciò che aspetta ed esser pronto ad affrontare il branco ,"['ciò', 'che', 'aspetta', 'ed', 'esser', 'pronto', 'ad', 'affrontare', 'il', 'branco']",ciò che aspetta ed esser pronto ad affrontare il branco
1349,Måneskin,"non voglio tornare indietro, adesso parto","['non', 'voglio', 'tornare', 'indietro', ',', 'adesso', 'parto']","non voglio tornare indietro , adesso parto"
1351,Måneskin,"allora baby, baby, baby, asciuga il pianto ","['allora', 'baby', ',', 'baby', ',', 'baby', ',', 'asciuga', 'il', 'pianto']","allora baby , baby , baby , asciuga il pianto"
1352,Måneskin,"baby, baby, baby bevi dal mio piatto ","['baby', ',', 'baby', ',', 'baby', 'bevi', 'dal', 'mio', 'piatto']","baby , baby , baby bevi dal mio piatto"
1353,Måneskin,"sì, tu puoi cadere in piedi anche dall'alto ","['sì', ',', 'tu', 'puoi', 'cadere', 'in', 'piedi', 'anche', ""dall'alto""]","sì , tu puoi cadere in piedi anche dall'alto"
1354,Måneskin,"sì, tu puoi cadere in piedi anche dall'alto","['sì', ',', 'tu', 'puoi', 'cadere', 'in', 'piedi', 'anche', ""dall'alto""]","sì , tu puoi cadere in piedi anche dall'alto"
1356,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1357,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1359,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1360,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1362,Måneskin,"marlena, vinci la sera ","['marlena', ',', 'vinci', 'la', 'sera']","marlena , vinci la serum"
1363,Måneskin,"spogliati nera, prendi tutto quello che fa comodo e sincera ","['spogliati', 'nera', ',', 'prendi', 'tutto', 'quello', 'che', 'fa', 'comodo', 'e', 'sincera']","spogliati nera , prendi tutto quello che fa comodo e sincera"
1364,Måneskin,"apri la vela, dai viaggia leggera ","['apri', 'la', 'vela', ',', 'dai', 'viaggia', 'leggera']","apri la vela , dai viaggia leggera"
1365,Måneskin,tu mostra la bellezza a questo popolo e,"['tu', 'mostra', 'la', 'bellezza', 'a', 'questo', 'popolo', 'e']",tu mostra la bellezza a questo popolo e
1366,Måneskin,"marlena, vinci la sera ","['marlena', ',', 'vinci', 'la', 'sera']","marlena , vinci la serum"
1367,Måneskin,"spogliati nera, prendi tutto quello che fa comodo e sincera ","['spogliati', 'nera', ',', 'prendi', 'tutto', 'quello', 'che', 'fa', 'comodo', 'e', 'sincera']","spogliati nera , prendi tutto quello che fa comodo e sincera"
1368,Måneskin,"apri la vela, dai viaggia leggera ","['apri', 'la', 'vela', ',', 'dai', 'viaggia', 'leggera']","apri la vela , dai viaggia leggera"
1369,Måneskin,tu mostra la bellezza a questo popolo,"['tu', 'mostra', 'la', 'bellezza', 'a', 'questo', 'popolo']",tu mostra la bellezza a questo popolo
1371,Måneskin,"e marlena, vinci la sera ","['e', 'marlena', ',', 'vinci', 'la', 'sera']","e marlena , vinci la serum"
1372,Måneskin,"spogliati nera, prendi tutto quello che fa comodo e sincera ","['spogliati', 'nera', ',', 'prendi', 'tutto', 'quello', 'che', 'fa', 'comodo', 'e', 'sincera']","spogliati nera , prendi tutto quello che fa comodo e sincera"
1373,Måneskin,"apri la vela, dai viaggia leggera ","['apri', 'la', 'vela', ',', 'dai', 'viaggia', 'leggera']","apri la vela , dai viaggia leggera"
1374,Måneskin,"tu, mostra la bellezza a questo popolo ed io","['tu', ',', 'mostra', 'la', 'bellezza', 'a', 'questo', 'popolo', 'ed', 'io']","tu , mostra la bellezza a questo popolo ed io"
1376,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1377,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1379,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1380,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re ","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'io', 'morirò', 'da', 're']","e amore accanto a te , baby accanto a te , io morirò da re"
1382,Måneskin,"e amore accanto a te, baby accanto a te, baby accanto a te, baby accanto a te","['e', 'amore', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te', ',', 'baby', 'accanto', 'a', 'te']","e amore accanto a te , baby accanto a te , baby accanto a te , baby accanto a te"
1383,Måneskin,io morirò da re,"['io', 'morirò', 'da', 're']",io morirò da re
1384,Måneskin,"hi everybody this is maneskin, you're listening to chosen","['hi', 'everybody', 'this', 'is', 'maneskin', ',', 'you', ""'re"", 'listening', 'to', 'chosen']","hi everybody this is maneskin , you 're listening to chosen"
1385,Måneskin,"listen clear now, baby","['listen', 'clear', 'now', ',', 'baby']","listen clear now , baby"
1386,Måneskin,"ya, ya 'cause it begins like","['ya', ',', 'ya', ""'cause"", 'it', 'begins', 'like']","ya , ya 'cause it begin like"
1387,Måneskin,"mmm i started when i was 17 and now i'm here brah ya, ah","['mmm', 'i', 'started', 'when', 'i', 'was', '17', 'and', 'now', 'i', ""'m"", 'here', 'brah', 'ya', ',', 'ah']","mmm i started when i wa 17 and now i 'm here brah ya , ah"
1388,Måneskin,"you don't even know what it means, so let me explain ya, ah","['you', 'do', ""n't"", 'even', 'know', 'what', 'it', 'means', ',', 'so', 'let', 'me', 'explain', 'ya', ',', 'ah']","you do n't even know what it mean , so let me explain ya , ah"
1389,Måneskin,i go far very far from my dreams and now i believe ya,"['i', 'go', 'far', 'very', 'far', 'from', 'my', 'dreams', 'and', 'now', 'i', 'believe', 'ya']",i go far very far from my dream and now i believe ya
1390,Måneskin,but i but i don't need no money in my jeans to be an artist,"['but', 'i', 'but', 'i', 'do', ""n't"", 'need', 'no', 'money', 'in', 'my', 'jeans', 'to', 'be', 'an', 'artist']",but i but i do n't need no money in my jean to be an artist
1391,Måneskin,one two three,"['one', 'two', 'three']",one two three
1392,Måneskin,"this is not music, this is life, this is what i live for","['this', 'is', 'not', 'music', ',', 'this', 'is', 'life', ',', 'this', 'is', 'what', 'i', 'live', 'for']","this is not music , this is life , this is what i live for"
1393,Måneskin,so let me introduce myself 'cause i can't take no more,"['so', 'let', 'me', 'introduce', 'myself', ""'cause"", 'i', 'ca', ""n't"", 'take', 'no', 'more']",so let me introduce myself 'cause i ca n't take no more
1394,Måneskin,here there's too many stupid people and they have control,"['here', 'there', ""'s"", 'too', 'many', 'stupid', 'people', 'and', 'they', 'have', 'control']",here there 's too many stupid people and they have control
1395,Måneskin,i got a plan in my mind and i won't let go,"['i', 'got', 'a', 'plan', 'in', 'my', 'mind', 'and', 'i', 'wo', ""n't"", 'let', 'go']",i got a plan in my mind and i wo n't let go
1396,Måneskin,"i've got a pistol in my head, pam pam pam shoot","['i', ""'ve"", 'got', 'a', 'pistol', 'in', 'my', 'head', ',', 'pam', 'pam', 'pam', 'shoot']","i 've got a pistol in my head , pam pam pam shoot"
1397,Måneskin,and i don't wanna hear you so please shut up and now,"['and', 'i', 'do', ""n't"", 'wan', 'na', 'hear', 'you', 'so', 'please', 'shut', 'up', 'and', 'now']",and i do n't wan na hear you so please shut up and now
1398,Måneskin,"hey, follow me, follow me now","['hey', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","hey , follow me , follow me now"
1399,Måneskin,"so hey, follow me, follow me now","['so', 'hey', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","so hey , follow me , follow me now"
1400,Måneskin,"so hey, follow me, follow me now","['so', 'hey', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","so hey , follow me , follow me now"
1401,Måneskin,"listen now now now now now now, ya","['listen', 'now', 'now', 'now', 'now', 'now', 'now', ',', 'ya']","listen now now now now now now , ya"
1402,Måneskin,"follow me, follow me now","['follow', 'me', ',', 'follow', 'me', 'now']","follow me , follow me now"
1403,Måneskin,and one two three ya,"['and', 'one', 'two', 'three', 'ya']",and one two three ya
1404,Måneskin,"i started when i was seventeen and i'm not scared, i'm honest ya ah ah","['i', 'started', 'when', 'i', 'was', 'seventeen', 'and', 'i', ""'m"", 'not', 'scared', ',', 'i', ""'m"", 'honest', 'ya', 'ah', 'ah']","i started when i wa seventeen and i 'm not scared , i 'm honest ya ah ah"
1405,Måneskin,"and i know that it sounds cliche but this is my moment, this is my moment","['and', 'i', 'know', 'that', 'it', 'sounds', 'cliche', 'but', 'this', 'is', 'my', 'moment', ',', 'this', 'is', 'my', 'moment']","and i know that it sound cliche but this is my moment , this is my moment"
1406,Måneskin,and i don't care what people think 'cause i am born for that ya ah,"['and', 'i', 'do', ""n't"", 'care', 'what', 'people', 'think', ""'cause"", 'i', 'am', 'born', 'for', 'that', 'ya', 'ah']",and i do n't care what people think 'cause i am born for that ya ah
1407,Måneskin,because my voice is the voice of a beast,"['because', 'my', 'voice', 'is', 'the', 'voice', 'of', 'a', 'beast']",because my voice is the voice of a beast
1408,Måneskin,i wanna take it all man so i'll take it all man,"['i', 'wan', 'na', 'take', 'it', 'all', 'man', 'so', 'i', ""'ll"", 'take', 'it', 'all', 'man']",i wan na take it all man so i 'll take it all man
1409,Måneskin,"this is not music, this is life, this is what i live for","['this', 'is', 'not', 'music', ',', 'this', 'is', 'life', ',', 'this', 'is', 'what', 'i', 'live', 'for']","this is not music , this is life , this is what i live for"
1410,Måneskin,so let me introduce myself 'cause i can't take no more,"['so', 'let', 'me', 'introduce', 'myself', ""'cause"", 'i', 'ca', ""n't"", 'take', 'no', 'more']",so let me introduce myself 'cause i ca n't take no more
1411,Måneskin,here there's too many stupid people and they have control,"['here', 'there', ""'s"", 'too', 'many', 'stupid', 'people', 'and', 'they', 'have', 'control']",here there 's too many stupid people and they have control
1412,Måneskin,i got a plan in my mind and i won't let go,"['i', 'got', 'a', 'plan', 'in', 'my', 'mind', 'and', 'i', 'wo', ""n't"", 'let', 'go']",i got a plan in my mind and i wo n't let go
1413,Måneskin,"i've got a pistol in my head, pam pam pam shoot","['i', ""'ve"", 'got', 'a', 'pistol', 'in', 'my', 'head', ',', 'pam', 'pam', 'pam', 'shoot']","i 've got a pistol in my head , pam pam pam shoot"
1414,Måneskin,and i don't wanna hear you so please shut up and now,"['and', 'i', 'do', ""n't"", 'wan', 'na', 'hear', 'you', 'so', 'please', 'shut', 'up', 'and', 'now']",and i do n't wan na hear you so please shut up and now
1415,Måneskin,"hey, follow me, follow me now","['hey', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","hey , follow me , follow me now"
1416,Måneskin,"so hey, follow me, follow me now","['so', 'hey', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","so hey , follow me , follow me now"
1417,Måneskin,"so hey, follow me, follow me now","['so', 'hey', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","so hey , follow me , follow me now"
1418,Måneskin,listen now now now now now now yeah,"['listen', 'now', 'now', 'now', 'now', 'now', 'now', 'yeah']",listen now now now now now now yeah
1419,Måneskin,"follow me, follow me now","['follow', 'me', ',', 'follow', 'me', 'now']","follow me , follow me now"
1420,Måneskin,"oh yeah, na na na na na na na","['oh', 'yeah', ',', 'na', 'na', 'na', 'na', 'na', 'na', 'na']","oh yeah , na na na na na na na"
1421,Måneskin,follow me now,"['follow', 'me', 'now']",follow me now
1422,Måneskin,and follow me now,"['and', 'follow', 'me', 'now']",and follow me now
1423,Måneskin,"yeah, follow me follow now now now now now now now now","['yeah', ',', 'follow', 'me', 'follow', 'now', 'now', 'now', 'now', 'now', 'now', 'now', 'now']","yeah , follow me follow now now now now now now now now"
1424,Måneskin,"hey yeah, follow me, follow me now","['hey', 'yeah', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","hey yeah , follow me , follow me now"
1425,Måneskin,"hey yeah, follow me, follow me now","['hey', 'yeah', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","hey yeah , follow me , follow me now"
1426,Måneskin,"hey yeah, follow me, follow me now","['hey', 'yeah', ',', 'follow', 'me', ',', 'follow', 'me', 'now']","hey yeah , follow me , follow me now"
1427,Måneskin,listen now now now now now now now now,"['listen', 'now', 'now', 'now', 'now', 'now', 'now', 'now', 'now']",listen now now now now now now now now
1428,Måneskin,"follow me, follow me now","['follow', 'me', ',', 'follow', 'me', 'now']","follow me , follow me now"
1429,Måneskin,"hi this is maneskin yo, are you ready?","['hi', 'this', 'is', 'maneskin', 'yo', ',', 'are', 'you', 'ready', '?']","hi this is maneskin yo , are you ready ?"
